t theta theta1 theta2 omega omega1 omega2
41.830000 16.8775 6.70359 4.18709 -2.86796 -0.256568 0.851209
41.840000 15.0314 6.60609 4.72476 -3.5906 -0.0797731 1.02959
41.850000 12.7485 6.61609 5.37084 -4.38509 0.11661 1.2276
41.860000 10.0155 6.73759 6.12931 -5.12393 0.299607 1.412
41.870000 6.95213 6.9402 6.9695 -5.46952 0.382139 1.4951
41.880000 3.87613 7.1426 7.80943 -5.16652 0.298409 1.41067
41.890000 1.10949 7.26228 8.56597 -4.45756 0.110899 1.22164
41.900000 -1.22108 7.26707 9.20668 -3.68353 -0.0924744 1.01653
41.910000 -3.12518 7.16003 9.73456 -2.97739 -0.277297 0.830008
41.920000 -4.64889 6.95364 10.1621 -2.3541 -0.439663 0.666018
41.930000 -5.83546 6.65968 10.5012 -1.79718 -0.583875 0.520235
41.940000 -6.71718 6.28704 10.7608 -1.28684 -0.71515 0.387401
41.950000 -7.31566 5.84177 10.9468 -0.805888 -0.838064 0.2629
41.960000 -7.64352 5.32754 11.0629 -0.339945 -0.956491 0.14281
41.970000 -7.70567 4.74592 11.1106 0.123576 -1.07384 0.0236542
41.980000 -7.50012 4.0966 11.0895 0.59645 -1.19331 -0.0978595
41.990000 -7.01818 3.37748 10.9974 1.0903 -1.31804 -0.22502
42.000000 -6.24455 2.58466 10.83 1.61645 -1.45104 -0.361091
42.010000 -5.15799 1.71269 10.5814 2.18352 -1.59453 -0.508725
42.020000 -3.73495 0.755571 10.2448 2.78865 -1.74763 -0.667751
42.030000 -1.9619 -0.289972 9.8156 3.39392 -1.90018 -0.829103
42.040000 0.132888 -1.41618 9.29961 3.88415 -2.02201 -0.963769
42.050000 2.42956 -2.59151 8.72596 4.06569 -2.06332 -1.02175
42.060000 4.71015 -3.75959 8.14955 3.82928 -1.99734 -0.973395
42.070000 6.76058 -4.86599 7.62531 3.29658 -1.85701 -0.848259
42.080000 8.46943 -5.88331 7.18244 2.66427 -1.69343 -0.696432
42.090000 9.8165 -6.80764 6.82666 2.04446 -1.53501 -0.547056
42.100000 10.8214 -7.64492 6.55328 1.47157 -1.38998 -0.409344
42.110000 11.512 -8.40293 6.35527 0.946368 -1.25794 -0.283696
42.120000 11.9132 -9.08835 6.22632 0.459644 -1.13605 -0.167809
42.130000 12.044 -9.70608 6.16164 0.000710206 -1.02116 -0.0589306
42.140000 11.9174 -10.2593 6.15794 -0.440173 -0.910399 0.0454795
42.150000 11.5414 -10.7496 6.21332 -0.871322 -0.801284 0.147589
42.160000 10.9195 -11.1774 6.32697 -1.29957 -0.691721 0.249156
42.170000 10.0518 -11.5419 6.49897 -1.73 -0.580055 0.351424
42.180000 8.93618 -11.8415 6.7299 -2.16495 -0.465312 0.454854
42.190000 7.5705 -12.0745 7.02025 -2.60186 -0.347753 0.558521
42.200000 5.95641 -12.2399 7.36934 -3.02912 -0.229967 0.659035
42.210000 4.10618 -12.3392 7.77349 -3.42018 -0.11846 0.749084
42.220000 2.05265 -12.3791 8.22345 -3.72975 -0.0248524 0.816614
42.230000 -0.141458 -12.374 8.70219 -3.90194 0.0359562 0.847303
42.240000 -2.38468 -12.3463 9.18551 -3.89799 0.0528252 0.831956
42.250000 -4.57557 -12.3219 9.64724 -3.72455 0.0260615 0.773555
42.260000 -6.62932 -12.3227 10.0662 -3.42894 -0.0331196 0.68541
42.270000 -8.4924 -12.3633 10.4299 -3.06761 -0.110455 0.582627
42.280000 -10.1402 -12.4506 10.7332 -2.68268 -0.194901 0.476117
42.290000 -11.5666 -12.5867 10.9759 -2.29782 -0.280004 0.371771
42.300000 -12.7753 -12.771 11.1601 -1.92347 -0.362732 0.271984
42.310000 -13.7734 -13.0017 11.2886 -1.56268 -0.442053 0.177223
42.320000 -14.5685 -13.2769 11.3641 -1.21486 -0.517946 0.0870395
42.330000 -15.1676 -13.5947 11.389 -0.877879 -0.59085 0.000604028
42.340000 -15.5761 -13.9535 11.3653 -0.54913 -0.661378 -0.0830269
42.350000 -15.7979 -14.3522 11.2942 -0.226015 -0.730159 -0.164788
42.360000 -15.8357 -14.79 11.1767 0.0937628 -0.79776 -0.245539
42.370000 -15.6908 -15.2662 11.0129 0.411974 -0.864605 -0.326012
42.380000 -15.3637 -15.7806 10.803 0.729569 -0.930891 -0.406744
42.390000 -14.8549 -16.3328 10.5467 1.04622 -0.996458 -0.487959
42.400000 -14.1654 -16.9222 10.2438 1.35963 -1.0606 -0.569389
42.410000 -13.2985 -17.5476 9.89441 1.66449 -1.1218 -0.649995
42.420000 -12.2615 -18.2067 9.49953 1.95131 -1.17745 -0.727628
42.430000 -11.0687 -18.8951 9.06185 2.20546 -1.22364 -0.798731
42.440000 -9.74409 -19.6061 8.58644 2.40772 -1.2554 -0.858374
42.450000 -8.32347 -20.3299 8.08147 2.53755 -1.26763 -0.901023
42.460000 -6.85313 -21.0543 7.55807 2.57949 -1.2568 -0.922153
42.470000 -5.38523 -21.7656 7.02923 2.52959 -1.22258 -0.920032
42.480000 -3.97021 -22.4513 6.50791 2.39743 -1.16806 -0.896442
42.490000 -2.6501 -23.1013 6.00525 2.20185 -1.09859 -0.85577
42.500000 -1.45514 -23.7085 5.52953 1.96397 -1.01979 -0.803257
42.510000 -0.404147 -24.269 5.08614 1.70189 -0.936297 -0.743575
42.520000 0.492988 -24.7811 4.67815 1.42865 -0.851287 -0.680194
42.530000 1.23242 -25.2445 4.30697 1.15244 -0.766624 -0.615382
42.540000 1.8139 -25.6598 3.97299 0.877821 -0.683214 -0.550453
42.550000 2.23905 -26.0277 3.67609 0.606909 -0.601338 -0.486069
42.560000 2.5102 -26.3492 3.41585 0.340298 -0.520904 -0.42247
42.570000 2.62977 -26.6249 3.19182 0.0777058 -0.441611 -0.35965
42.580000 2.59987 -26.8554 3.0036 -0.181623 -0.363052 -0.297466
42.590000 2.42209 -27.041 2.85087 -0.438647 -0.284779 -0.235713
42.600000 2.09747 -27.1817 2.73345 -0.694346 -0.206346 -0.174183
42.610000 1.62652 -27.2773 2.65126 -0.949558 -0.12735 -0.11271
42.620000 1.00935 -27.3274 2.6043 -1.2048 -0.0474715 -0.0512281
42.630000 0.24592 -27.3315 2.59254 -1.46001 0.0334629 0.0101649
42.640000 -0.66352 -27.2889 2.61586 -1.71422 0.115387 0.0711059
42.650000 -1.71779 -27.1992 2.6738 -1.965 0.197859 0.130834
42.660000 -2.91374 -27.0623 2.7653 -2.2078 0.279866 0.188018
42.670000 -4.24481 -26.8789 2.88837 -2.43513 0.359601 0.240574
42.680000 -5.69916 -26.6511 3.03954 -2.63597 0.434259 0.285546
42.690000 -7.25761 -26.383 3.21343 -2.79593 0.500028 0.319219
42.700000 -8.89219 -26.0807 3.40242 -2.89904 0.552506 0.337654
42.710000 -10.5661 -25.7532 3.59682 -2.9315 0.587649 0.337689
42.720000 -12.2365 -25.4111 3.78562 -2.88621 0.603024 0.318085
42.730000 -13.859 -25.0659 3.9578 -2.76563 0.598677 0.280116
42.740000 -15.3934 -24.7284 4.10374 -2.58074 0.577018 0.227157
42.750000 -16.807 -24.4073 4.21606 -2.34701 0.541838 0.163527
42.760000 -18.0765 -24.1093 4.28987 -2.07991 0.497126 0.0933188
42.770000 -19.1865 -23.8388 4.32236 -1.79206 0.446261 0.0197138
42.780000 -20.1278 -23.5986 4.31222 -1.49231 0.3917 -0.0551881
42.790000 -20.8953 -23.3903 4.2591 -1.18608 0.335014 -0.130229
42.800000 -21.4863 -23.215 4.16305 -0.876143 0.277064 -0.204961
42.810000 -21.8988 -23.073 4.02428 -0.563397 0.218193 -0.279425
42.820000 -22.1313 -22.9651 3.84284 -0.247479 0.158391 -0.353984
42.830000 -22.1816 -22.8917 3.61852 0.072779 0.0974216 -0.429213
42.840000 -22.0467 -22.8538 3.35074 0.399008 0.0349164 -0.505804
42.850000 -21.7228 -22.8521 3.03851 0.732979 -0.029523 -0.584495
42.860000 -21.205 -22.888 2.68042 1.07617 -0.0962035 -0.665963
42.870000 -20.4878 -22.9628 2.27475 1.42907 -0.165142 -0.750647
42.880000 -19.5659 -23.0776 1.81965 1.78991 -0.235729 -0.838424
42.890000 -18.4363 -23.2329 1.31363 2.15251 -0.306165 -0.92804
42.900000 -17.1015 -23.4277 0.756444 2.50303 -0.37266 -1.01624
42.910000 -15.575 -23.6579 0.150544 2.81654 -0.428621 -1.09677
42.920000 -13.888 -23.9151 -0.497093 3.05665 -0.464731 -1.16014
42.930000 -12.094 -24.1848 -1.17353 3.18386 -0.471286 -1.19565
42.940000 -10.266 -24.4484 -1.86045 3.17359 -0.442848 -1.19607
42.950000 -8.48283 -24.686 -2.53745 3.0309 -0.381731 -1.16181
42.960000 -6.81233 -24.8812 -3.18656 2.78656 -0.296575 -1.10027
42.970000 -5.30169 -25.0232 -3.79494 2.47901 -0.197547 -1.02126
42.980000 -3.97759 -25.1065 -4.3551 2.1397 -0.0926401 -0.933088
42.990000 -2.85199 -25.1292 -4.86348 1.7885 0.0132992 -0.841174
43.000000 -1.9284 -25.0915 -5.31886 1.43562 0.117977 -0.748398
43.010000 -1.20647 -24.9944 -5.72115 1.0848 0.220745 -0.655915
43.020000 -0.684917 -24.8388 -6.07057 0.735976 0.321915 -0.563822
43.030000 -0.363158 -24.6256 -6.36721 0.386852 0.422345 -0.471584
43.040000 -0.242375 -24.3548 -6.61076 0.0337227 0.523236 -0.378263
43.050000 -0.326184 -24.0257 -6.80023 -0.32818 0.626051 -0.282624
43.060000 -0.621215 -23.6367 -6.93389 -0.704636 0.732514 -0.18316
43.070000 -1.13772 -23.1852 -7.00905 -1.1025 0.844636 -0.0780898
43.080000 -1.89018 -22.6673 -7.02192 -1.52966 0.964719 0.0346095
43.090000 -2.89776 -22.0777 -6.96753 -1.99436 1.09519 0.156998
43.100000 -4.18388 -21.4099 -6.83989 -2.50238 1.23793 0.290411
43.110000 -5.77273 -20.6569 -6.63291 -3.04842 1.392 0.433185
43.120000 -7.67757 -19.8143 -6.34354 -3.59457 1.54812 0.57513
43.130000 -9.87225 -18.8875 -5.97912 -4.03554 1.67939 0.688834
43.140000 -12.2493 -17.9031 -5.56788 -4.20308 1.74182 0.731529
43.150000 -14.6165 -16.9101 -5.15921 -4.00082 1.70898 0.680117
43.160000 -16.7807 -15.9587 -4.80169 -3.52234 1.60372 0.560257
43.170000 -18.6323 -15.0779 -4.52191 -2.93367 1.46881 0.415006
43.180000 -20.1418 -14.2759 -4.32584 -2.3391 1.33168 0.270712
43.190000 -21.3189 -13.5504 -4.20975 -1.776 1.20244 0.136365
43.200000 -22.1839 -12.8962 -4.16754 -1.24884 1.08247 0.0125771
43.210000 -22.7555 -12.3085 -4.19376 -0.750367 0.969962 -0.102956
43.220000 -23.0472 -11.7838 -4.28453 -0.270018 0.862127 -0.213316
43.230000 -23.0662 -11.3203 -4.43783 0.203516 0.755932 -0.321729
43.240000 -22.813 -10.9179 -4.65347 0.68203 0.648188 -0.431517
43.250000 -22.2812 -10.5785 -4.93325 1.17839 0.535415 -0.54626
43.260000 -21.4565 -10.3061 -5.28116 1.70748 0.413615 -0.670045
43.270000 -20.315 -10.1071 -5.7037 2.28698 0.278091 -0.807665
43.280000 -18.8224 -9.99101 -6.21032 2.93636 0.123725 -0.964353
43.290000 -16.9343 -9.96962 -6.81311 3.66787 -0.0526465 -1.14342
43.300000 -14.609 -10.0541 -7.52349 4.44912 -0.242553 -1.33652
43.310000 -11.8581 -10.242 -8.33912 5.10633 -0.401029 -1.49858
43.320000 -8.84929 -10.4902 -9.21714 5.29043 -0.438208 -1.53896
43.330000 -5.91483 -10.7136 -10.0719 4.87016 -0.320668 -1.42325
43.340000 -3.32516 -10.8433 -10.8334 4.14949 -0.12695 -1.23001
43.350000 -1.16233 -10.8587 -11.4808 3.40879 0.0706781 -1.03211
43.360000 0.595159 -10.7661 -12.02 2.73951 0.248668 -0.853488
43.370000 1.99151 -10.5777 -12.4628 2.14611 0.40595 -0.695397
43.380000 3.06569 -10.3041 -12.8199 1.61171 0.546997 -0.55343
43.390000 3.84614 -9.95306 -13.0991 1.11795 0.676694 -0.422721
43.400000 4.35147 -9.52997 -13.3056 0.648927 0.799304 -0.299001
43.410000 4.59188 -9.03778 -13.4424 0.191054 0.918501 -0.17857
43.420000 4.57019 -8.47746 -13.5103 -0.267915 1.03761 -0.0580583
43.430000 4.2824 -7.84816 -13.5083 -0.739827 1.15985 0.0658288
43.440000 3.71763 -7.14716 -13.4335 -1.23677 1.28847 0.196478
43.450000 2.85807 -6.36985 -13.2812 -1.7708 1.42667 0.337325
43.460000 1.67955 -5.51001 -13.0445 -2.35103 1.57682 0.491124
43.470000 0.155804 -4.56087 -12.716 -2.9728 1.73753 0.657211
43.480000 -1.7264 -3.5192 -12.2911 -3.58804 1.89604 0.823869
43.490000 -3.92823 -2.39546 -11.7784 -4.0553 2.01543 0.955239
43.500000 -6.30291 -1.22801 -11.2142 -4.15829 2.04023 0.995305
43.510000 -8.60737 -0.0795196 -10.6599 -3.82204 1.95262 0.923145
43.520000 -10.6323 0.996951 -10.1694 -3.22194 1.79912 0.782449
43.530000 -12.2884 1.9797 -9.76626 -2.5595 1.6318 0.624852
43.540000 -13.5718 2.86887 -9.4518 -1.92897 1.47442 0.474943
43.550000 -14.5092 3.67213 -9.21939 -1.35197 1.33191 0.338579
43.560000 -15.1303 4.39763 -9.06145 -0.823371 1.20246 0.214569
43.570000 -15.4597 5.05188 -8.97172 -0.331532 1.08261 0.0999322
43.580000 -15.515 5.63939 -8.94573 0.135298 0.968956 -0.00839381
43.590000 -15.3074 6.16283 -8.98066 0.587466 0.858486 -0.113126
43.600000 -14.8429 6.62325 -9.07512 1.03378 0.74859 -0.21657
43.610000 -14.1225 7.02033 -9.22894 1.48149 0.637054 -0.320587
43.620000 -13.144 7.35262 -9.44284 1.93581 0.522168 -0.426443
43.630000 -11.9027 7.61789 -9.71802 2.39834 0.403117 -0.534367
43.640000 -10.3951 7.81393 -10.0553 2.86354 0.280893 -0.642598
43.650000 -8.62429 7.93999 -10.4534 3.31223 0.160008 -0.745715
43.660000 -6.61034 7.99945 -10.9067 3.70346 0.050731 -0.832638
43.670000 -4.40354 8.00349 -11.4013 3.97364 -0.030392 -0.886729
43.680000 -2.09234 7.97335 -11.9135 4.05979 -0.0662164 -0.89221
43.690000 0.209472 7.93758 -12.4136 3.94318 -0.0504163 -0.845482
43.700000 2.39535 7.92367 -12.8747 3.66586 0.00749431 -0.758743
43.710000 4.39283 7.9509 -13.279 3.29687 0.0902729 -0.65061
43.720000 6.16681 8.02901 -13.619 2.8931 0.183154 -0.535937
43.730000 7.70782 8.16099 -13.8935 2.48735 0.277304 -0.423008
43.740000 9.01953 8.34622 -14.1047 2.09402 0.368626 -0.315236
43.750000 10.1106 8.58259 -14.2559 1.71728 0.455759 -0.21337
43.760000 10.9904 8.86767 -14.3503 1.35643 0.538681 -0.11693
43.770000 11.6675 9.19918 -14.3907 1.00888 0.617948 -0.0249616
43.780000 12.1485 9.57523 -14.3795 0.671435 0.694317 0.0636275
43.790000 12.4382 9.9944 -14.3183 0.340928 0.768568 0.149912
43.800000 12.5399 10.4557 -14.208 0.014544 0.841409 0.234883
43.810000 12.4552 10.9584 -14.0492 -0.31 0.913405 0.3194
43.820000 12.1847 11.5023 -13.8419 -0.634183 0.984905 0.404134
43.830000 11.7285 12.087 -13.586 -0.958262 1.05591 0.48946
43.840000 11.087 12.7121 -13.281 -1.28056 1.1259 0.575277
43.850000 10.2623 13.3767 -12.9268 -1.59637 1.19351 0.660723
43.860000 9.26062 14.0788 -12.5243 -1.89659 1.25622 0.743778
43.870000 8.09478 14.8145 -12.0756 -2.1663 1.31004 0.820869
43.880000 6.78798 15.5773 -11.5858 -2.38479 1.34957 0.886752
43.890000 5.37631 16.3572 -11.0628 -2.52858 1.3689 0.935193
43.900000 3.90846 17.1412 -10.5185 -2.57849 1.36356 0.960741
43.910000 2.44087 17.9147 -9.96677 -2.52796 1.33252 0.960957
43.920000 1.02908 18.6638 -9.42186 -2.38646 1.27893 0.937535
43.930000 -0.280444 19.3771 -8.89602 -2.17504 1.20872 0.89537
43.940000 -1.4546 20.047 -8.39827 -1.9178 1.12831 0.84044
43.950000 -2.47329 20.6691 -7.93436 -1.63528 1.04293 0.778039
43.960000 -3.32648 21.2418 -7.50739 -1.34199 0.956113 0.712026
43.970000 -4.01077 21.7649 -7.11866 -1.04682 0.869851 0.644845
43.980000 -4.5266 22.2389 -6.76841 -0.754484 0.785062 0.577858
43.990000 -4.87628 22.6648 -6.45632 -0.46702 0.701978 0.511704
44.000000 -5.06279 23.0436 -6.18184 -0.184858 0.620437 0.44658
44.010000 -5.08904 23.376 -5.94439 0.0924562 0.540073 0.382435
44.020000 -4.9576 23.6626 -5.74345 0.365803 0.460424 0.319094
44.030000 -4.67043 23.9036 -5.57862 0.636188 0.381012 0.256345
44.040000 -4.22897 24.0992 -5.44962 0.904529 0.30139 0.194005
44.050000 -3.63419 24.2489 -5.35625 1.17144 0.221195 0.13198
44.060000 -2.88685 24.3525 -5.29831 1.437 0.140207 0.0703355
44.070000 -1.98792 24.4094 -5.27552 1.70037 0.0584429 0.00939335
44.080000 -0.939194 24.4194 -5.28728 1.95937 -0.0237211 -0.050145
44.090000 0.255728 24.3823 -5.33248 2.20978 -0.105368 -0.107037
44.100000 1.59008 24.299 -5.40907 2.44466 -0.184828 -0.159329
44.110000 3.05219 24.1714 -5.51365 2.6537 -0.259493 -0.20424
44.120000 4.62349 24.0033 -5.64103 2.82339 -0.325788 -0.238256
44.130000 6.27712 23.8005 -5.78386 2.93851 -0.379518 -0.257588
44.140000 7.97772 23.5715 -5.93278 2.98544 -0.416711 -0.259081
44.150000 9.68363 23.3267 -6.07705 2.95647 -0.434783 -0.241293
44.160000 11.3512 23.077 -6.20576 2.85271 -0.433423 -0.205143
44.170000 12.9401 22.8333 -6.30919 2.68368 -0.414629 -0.153651
44.180000 14.4168 22.6046 -6.37969 2.46383 -0.381883 -0.0909201
44.190000 15.7566 22.3977 -6.41201 2.20826 -0.339041 -0.0210075
44.200000 16.9429 22.2173 -6.40302 1.92972 -0.289496 0.0528147
44.210000 17.9654 22.0667 -6.35118 1.63752 -0.235809 0.128295
44.220000 18.8179 21.9476 -6.25595 1.33757 -0.179681 0.204115
44.230000 19.4972 21.8611 -6.11733 1.03314 -0.122109 0.279683
44.240000 20.0012 21.8078 -5.93552 0.725563 -0.0635584 0.354913
44.250000 20.3281 21.7884 -5.71065 0.414862 -0.0041314 0.430063
44.260000 20.4759 21.8033 -5.44263 0.100238 0.0563057 0.505607
44.270000 20.442 21.8532 -5.13108 -0.219572 0.118018 0.582143
44.280000 20.223 21.9388 -4.77523 -0.545962 0.181304 0.66031
44.290000 19.8149 22.0613 -4.37399 -0.880027 0.246373 0.740686
44.300000 19.2131 22.2215 -3.92598 -1.22193 0.313165 0.823626
44.310000 18.4135 22.4204 -3.42972 -1.56978 0.381058 0.908979
44.320000 17.4141 22.6581 -2.88411 -1.91791 0.448409 0.995618
44.330000 16.2179 22.9335 -2.2891 -2.25425 0.511913 1.08075
44.340000 14.8372 23.2429 -1.64693 -2.55766 0.565981 1.15912
44.350000 13.2992 23.5787 -0.963638 -2.79754 0.602766 1.22281
44.360000 11.6502 23.9287 -0.250271 -2.93971 0.613846 1.26261
44.370000 9.95393 24.2762 0.47727 -2.95997 0.593745 1.27153
44.380000 8.28194 24.6032 1.20064 -2.85715 0.543079 1.24843
44.390000 6.69923 24.8939 1.90271 -2.65334 0.468267 1.1984
44.400000 5.25446 25.1368 2.57033 -2.38119 0.378062 1.12964
44.410000 3.97787 25.3256 3.1951 -2.07057 0.280131 1.04993
44.420000 2.88506 25.4574 3.77247 -1.74239 0.17963 0.964906
44.430000 1.98225 25.5315 4.30043 -1.4087 0.0793536 0.877896
44.440000 1.27077 25.5486 4.7784 -1.07509 -0.0195785 0.790527
44.450000 0.749981 25.5094 5.20634 -0.743026 -0.117083 0.703303
44.460000 0.419206 25.4146 5.58432 -0.411516 -0.213687 0.616039
44.470000 0.278788 25.2645 5.91215 -0.0780377 -0.310287 0.528115
44.480000 0.330833 25.0588 6.18919 0.260975 -0.408032 0.438617
44.490000 0.579742 24.7965 6.41425 0.609956 -0.508288 0.346396
44.500000 1.0327 24.4756 6.58535 0.974183 -0.61264 0.250083
44.510000 1.70015 24.0933 6.69974 1.35977 -0.722901 0.148113
44.520000 2.59623 23.6457 6.75368 1.77338 -0.841055 0.0388087
44.530000 3.73884 23.1276 6.74252 2.22115 -0.968983 -0.079293
44.540000 5.14845 22.5333 6.66106 2.70501 -1.10755 -0.206475
44.550000 6.8434 21.8569 6.50478 3.21319 -1.25415 -0.339347
44.560000 8.8268 21.0966 6.27334 3.69992 -1.39736 -0.465675
44.570000 11.0595 20.2613 5.97749 4.06102 -1.51037 -0.558448
44.580000 13.4292 19.3788 5.64669 4.1569 -1.55632 -0.582471
44.590000 15.7602 18.4941 5.32595 3.92995 -1.51877 -0.524639
44.600000 17.8881 17.6502 5.05644 3.47122 -1.42009 -0.409839
44.610000 19.7202 16.8717 4.8603 2.9174 -1.29557 -0.27355
44.620000 21.2298 16.1661 4.74283 2.35475 -1.16799 -0.137538
44.630000 22.4233 15.5321 4.70109 1.81631 -1.04638 -0.00972782
44.640000 23.3169 14.9656 4.72993 1.30744 -0.932367 0.109025
44.650000 23.9261 14.4625 4.82464 0.822625 -0.824634 0.220565
44.660000 24.2624 14.0198 4.98182 0.352809 -0.720819 0.327588
44.670000 24.3313 13.6362 5.19973 -0.112216 -0.6182 0.433039
44.680000 24.1326 13.3118 5.47834 -0.583416 -0.513829 0.540031
44.690000 23.6593 13.0484 5.8195 -1.07296 -0.40443 0.651975
44.700000 22.8969 12.85 6.22713 -1.59499 -0.286221 0.772781
44.710000 21.8222 12.7229 6.7076 -2.16617 -0.154796 0.907005
44.720000 20.4019 12.676 7.26998 -2.80426 -0.00551294 1.05949
44.730000 18.5939 12.7205 7.92574 -3.51861 0.163983 1.23287
44.740000 16.3613 12.8662 8.68522 -4.27338 0.344265 1.41807
44.750000 13.7202 13.1091 9.54499 -4.89933 0.491494 1.57135
44.760000 10.8345 13.407 10.4634 -5.07457 0.522973 1.60907
44.770000 8.01686 13.6798 11.36 -4.68253 0.409465 1.50031
44.780000 5.52379 13.8623 12.1684 -3.99906 0.222488 1.31605
44.790000 3.4386 13.9339 12.867 -3.28645 0.0295657 1.12443
44.800000 1.74538 13.8997 13.4602 -2.63634 -0.145868 0.949511
44.810000 0.404012 13.7705 13.9587 -2.05667 -0.301951 0.793498
44.820000 -0.6221 13.5566 14.3724 -1.53302 -0.442586 0.652659
44.830000 -1.36014 13.2654 14.7086 -1.04842 -0.572329 0.522519
44.840000 -1.82805 12.9021 14.9724 -0.587728 -0.69526 0.399029
44.850000 -2.03568 12.4693 15.1665 -0.137781 -0.814952 0.278622
44.860000 -1.98569 11.9682 15.2917 0.313474 -0.934681 0.157998
44.870000 -1.67395 11.3976 15.3469 0.777897 -1.05767 0.0338888
44.880000 -1.0894 10.7549 15.3292 1.2679 -1.18726 -0.097144
44.890000 -0.21367 10.0352 15.2335 1.7965 -1.32692 -0.238737
44.900000 0.978843 9.23187 15.0529 2.37514 -1.47963 -0.394182
44.910000 2.51791 8.33713 14.779 3.00432 -1.64541 -0.564055
44.920000 4.42436 7.34569 14.4055 3.64502 -1.81388 -0.738877
44.930000 6.67201 6.2646 13.9377 4.16177 -1.94964 -0.884308
44.940000 9.12365 5.12969 13.4096 4.31726 -1.9916 -0.939111
44.950000 11.5261 4.00629 12.8853 3.9979 -1.91174 -0.872676
44.960000 13.6481 2.95329 12.4243 3.38145 -1.75719 -0.729366
44.970000 15.3885 1.99551 12.0529 2.69463 -1.5866 -0.567287
44.980000 16.7432 1.13298 11.7725 2.04341 -1.42684 -0.414018
44.990000 17.7414 0.35735 11.5756 1.45066 -1.28323 -0.275709
45.000000 18.4155 -0.340177 11.454 0.909787 -1.15362 -0.150762
45.010000 18.7913 -0.966541 11.4009 0.407589 -1.03418 -0.0357663
45.020000 18.8874 -1.52649 11.4117 -0.0689393 -0.921201 0.0726863
45.030000 18.715 -2.02277 11.4835 -0.531178 -0.811414 0.177602
45.040000 18.2796 -2.45636 11.6151 -0.98891 -0.701967 0.281561
45.050000 17.5811 -2.82675 11.8064 -1.45044 -0.590377 0.386722
45.060000 16.6155 -3.13208 12.0587 -1.92222 -0.474614 0.494694
45.070000 15.3758 -3.36959 12.3739 -2.40717 -0.353517 0.606065
45.080000 13.8554 -3.53629 12.7536 -2.9006 -0.227836 0.719305
45.090000 12.0541 -3.63066 13.1975 -3.38207 -0.102367 0.828644
45.100000 9.99094 -3.65584 13.7001 -3.8041 0.0109945 0.921273
45.110000 7.72098 -3.62419 14.2462 -4.08958 0.0922319 0.977026
45.120000 5.34559 -3.56031 14.8089 -4.16283 0.120844 0.976923
45.130000 2.99476 -3.49697 15.3543 -4.00842 0.0912262 0.918354
45.140000 0.784467 -3.46424 15.8532 -3.68619 0.0174796 0.818139
45.150000 -1.2134 -3.4813 16.2882 -3.27972 -0.0792729 0.698539
45.160000 -2.96956 -3.55638 16.6531 -2.84989 -0.1831 0.575316
45.170000 -4.48069 -3.69083 16.9483 -2.4276 -0.285605 0.456191
45.180000 -5.75503 -3.88276 17.1771 -2.02415 -0.383491 0.343749
45.190000 -6.80412 -4.12926 17.3435 -1.64116 -0.476075 0.238082
45.200000 -7.63911 -4.42737 17.451 -1.27622 -0.563808 0.13828
45.210000 -8.26931 -4.77457 17.5028 -0.925626 -0.647557 0.0431076
45.220000 -8.70179 -5.16884 17.5011 -0.585445 -0.728287 -0.0486998
45.230000 -8.94147 -5.60873 17.4474 -0.252048 -0.806914 -0.138332
45.240000 -8.99131 -6.09325 17.3428 0.0777076 -0.88424 -0.226856
45.250000 -8.85264 -6.62186 17.1875 0.406303 -0.960889 -0.315181
45.260000 -8.52564 -7.19429 16.9815 0.735272 -1.03722 -0.403992
45.270000 -8.00998 -7.81037 16.7244 1.0647 -1.1132 -0.493624
45.280000 -7.3059 -8.46973 16.4157 1.39234 -1.18814 -0.58384
45.290000 -6.41592 -9.17137 16.0555 1.71227 -1.26035 -0.673473
45.300000 -5.34738 -9.91289 15.6446 2.01313 -1.32673 -0.759937
45.310000 -4.11612 -10.6897 15.1861 2.27668 -1.38242 -0.838778
45.320000 -2.75033 -11.4938 14.6861 2.47824 -1.42105 -0.903688
45.330000 -1.29314 -12.3135 14.1546 2.5917 -1.43612 -0.947649
